accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,learning_rate
0.6625766754150391,0.4501985013484955,0.8974069952964783,0.6162580847740173,0.8125,0.4363538324832916,0.7272727489471436,1.0,0.0010000000474974513
0.8529524803161621,0.29914653301239014,0.9424828886985779,0.8541935682296753,0.875,0.37736576795578003,0.875,0.875,0.0010000000474974513
0.8811349868774414,0.24321989715099335,0.9617021083831787,0.8748387098312378,0.8125,0.3941816985607147,0.7272727489471436,1.0,0.0010000000474974513
0.8840107321739197,0.2379453480243683,0.9618644118309021,0.8787096738815308,0.875,0.32361114025115967,0.875,0.875,0.0010000000474974513
0.8991564512252808,0.22075290977954865,0.9634652733802795,0.898322582244873,0.6875,0.49021992087364197,0.800000011920929,0.5,0.0010000000474974513
0.9116181135177612,0.19918783009052277,0.9728531837463379,0.9063225984573364,0.8125,0.45339828729629517,1.0,0.625,0.0010000000474974513
0.9141104221343994,0.19933763146400452,0.9713892936706543,0.9112257957458496,0.875,0.4400908350944519,1.0,0.75,0.0010000000474974513
